real_A1, imag_A1, real_A2, imag_A2, tlast
01f7, 3b6e, 01a8, e0f9, 0
b855, c958, af37, e058, 0
02f7, a2a0, b487, d583, 0
bd88, ca49, c75a, 1914, 1
1731, 43c7, 40aa, 2b60, 0
293c, dc22, f97e, 7808, 0
1b1f, b40d, c5c1, 2f7e, 0
f655, e50a, 2e5c, c2f1, 0
1747, 65ee, e48d, 2bf4, 0
f60a, 15c9, 22a5, aad3, 0
26c6, c3c0, d5c9, b4e5, 0
d92c, 0c8d, 1062, 38eb, 0
34e1, c8f4, 0009, 149a, 0
d7a7, b18c, f602, e6f1, 0
b22c, d8ac, b9be, e5fd, 0
b93c, f9c1, 9c41, f2dd, 0
ea2c, f17e, 2dd5, 141e, 0
fdea, ec3e, 003c, b123, 0
f444, 2bac, 1ded, 3478, 0
0e78, aa8a, 2a74, c163, 0
b258, e334, 3e62, 06c0, 0
c5d2, 39be, 4221, 27cb, 0
edf5, b9c3, edd5, d629, 0
5ac4, e6cb, 13f6, b9c8, 1
1dcc, c489, 240f, c505, 0
2727, 4cbf, 1330, 663f, 0
d353, d036, 1270, f513, 0
c800, f7cb, c2db, f44e, 0
bee8, c68a, f4cf, d3f0, 0
ec1f, 97f3, e39e, 9cca, 0
f951, 17c6, f50b, 18a5, 0
2640, b695, b81d, 2a43, 0
d500, 234d, 775b, fc1b, 0
cb19, e775, d993, 0d4e, 0
c433, dec8, ae57, dcfb, 0
f46e, 3289, 3b30, 3adf, 0
0295, 599d, 4807, e8ea, 0
2ebb, f456, 172e, 09e0, 0
d862, 3d6a, 09e6, 62f4, 0
f3d9, 4210, 334a, 1979, 0
f13d, 5078, dc58, 14ed, 0
0036, a9f5, 2ffb, 22ff, 0
02f5, d05b, 02a1, 5e96, 0
cdab, e3a3, a2b1, f1bc, 1
b989, 02f1, 0e59, af85, 0
fe93, e638, 0bbe, 1d09, 0
3f6e, 1352, a437, 0407, 0
ee77, a6d9, d0cf, fb26, 0
7469, ff96, 001f, 5977, 0
31fc, c42c, 2742, ddd0, 0
5e00, 1a9b, ee14, 11d5, 0
b36d, db15, bec0, 3838, 0
f611, 2bcc, a1f4, f5e7, 0
f54e, b857, dc50, d97a, 0
f62f, 2f31, 3e68, 3496, 0
bd17, d055, 8f8f, f2d6, 0
efd5, 90bb, d394, 1ca6, 0
5667, 0117, 4195, c98b, 0
e64d, 9d15, f696, 1d9b, 0
14cf, 1d13, b702, feb7, 0
db1b, 23ac, e079, 181a, 0
c280, 1913, b0e9, 0ced, 0
15dc, dd4f, fd65, 3c8e, 0
1f7e, 28db, 9643, 0352, 1
f52b, f48d, 4228, 085e, 0
de0b, abfb, e35e, 9da2, 0
f4c8, 51ce, d68a, 34fd, 0
6047, fdc3, defb, 4ca9, 0
23cb, 3fa6, 18da, 2245, 0
ee01, e3a3, e0dc, eed4, 0
66d1, 0a55, 2ea8, ec58, 0
9c9c, f855, f8f0, ec5e, 0
cf59, d253, d4dd, 3224, 0
ea63, 18d5, d651, f70b, 0
a399, f108, 605f, 02f8, 0
ee1d, a36a, 0e84, 2a96, 0
d086, 3d38, e167, ef09, 0
4116, 011a, b906, e7c2, 0
0a7f, e44b, de89, 347a, 0
f8db, 7233, 45fb, cc3e, 0
3077, 3997, e246, 13be, 0
1ebe, 361a, 9e29, 009a, 0
47ca, d5a0, 3091, faa1, 0
d631, 0818, cd63, da4a, 1
0fcd, d25d, d104, 0c3c, 0
cece, 1f3c, b8e0, ee39, 0
1286, 1cfd, 3a7a, d0cf, 0
1d47, c5da, bc20, 0608, 0
001a, 365f, f0da, e99a, 0
3dd0, df3a, cdb8, d42f, 0
4977, 187b, 6c47, 12c5, 0
fe34, d726, 55b8, e9a0, 0
30a7, db0a, f075, 24c2, 0
28fd, 56e8, fb41, ab12, 0
5085, d633, 0692, 0435, 0
bfe1, c65c, 0e47, 077f, 0
dbbb, db73, 1411, 1d2a, 0
7203, 091e, c5a6, bd0f, 0
c81b, eadb, 50a7, 1122, 0
d736, da25, 36dc, e98b, 0
eec6, 4c99, 025f, bd47, 0
eecd, db83, f1a9, 33f7, 0
e144, abc3, 715d, f30a, 0
4ccb, 2ad4, dcc9, dfd4, 1
eb1f, 9f98, d2a9, 20bb, 0
ea3c, c142, b9e0, ffd5, 0
4112, 11dd, f152, 9dc3, 0
2388, 4037, fbc2, 3d8b, 0
4cc0, cf4f, ef86, a013, 0
049e, be06, 2441, 43f3, 0
2afc, d7b0, 03bf, da2c, 0
c10d, 32bc, aff5, 0353, 0
0fd7, e157, f90e, 6522, 0
000b, ba50, 0075, bec7, 0
e747, 0502, 0f71, 5361, 0
ef72, 90b9, 1b6b, 571e, 0
d109, b896, 576a, 26d1, 0
350e, be53, 1576, 063c, 0
a936, fc83, dfe9, ff8d, 0
d87f, 3257, 2a38, e6c6, 0
ecc7, a29a, de60, e92e, 0
002a, 2193, fb7a, 26f1, 0
d480, 1090, 0280, ad07, 0
3f57, e0ba, 6194, 13a4, 1
02b4, aac2, 32fe, 39b0, 0
006e, ba6b, e7b5, d444, 0
f6cc, d222, 9eb5, 0d8d, 0
d71d, 2482, 4387, 31b4, 0
11dc, b3af, 541a, f753, 0
5063, eba9, b669, 0b33, 0
2ea7, b421, e1e2, c8a6, 0
2773, b797, fff4, 1592, 0
01d4, f368, dcb8, 36fa, 0
f448, 319e, e6f6, 4674, 0
0d1b, 6300, 3a68, 1ba8, 0
ee88, 26d5, e8cd, 5077, 0
e80f, b71a, 4655, 04bf, 0
ed96, 19fb, eab5, e3dd, 0
3c5f, c825, 98b4, 0f00, 0
73e9, fb09, a9fa, df0a, 0
cfbe, 1f2f, f41c, 0e59, 0
c671, dc18, f90b, 530a, 0
174c, d281, 4c70, d9cf, 0
e7ec, f5c1, 4d3c, 26f2, 1
d30a, 1a32, d154, bd2f, 0
195d, df81, 3f26, f607, 0
03c8, 1ef6, 0d02, f4c0, 0
12aa, 0dac, 3626, 46d2, 0
b069, 1352, dfe7, 5c29, 0
44b1, d5d7, 4119, 141f, 0
1f88, da4a, c5cd, cd8f, 0
f4e8, 6b6d, e971, 18da, 0
f1ef, b6d5, dbb3, 3522, 0
0392, e23f, 208d, 253f, 0
4afe, 1aac, bb76, fbc7, 0
42cd, 39a4, c490, fce1, 0
ed7c, b54d, fa93, 3c73, 0
9105, f62a, e852, f60a, 0
e066, 56e5, c7c0, 05d3, 0
0a10, 8f09, b0dc, 09dd, 0
496f, e27e, 3417, f3ec, 0
f86e, 0179, 0b3b, aaa6, 0
d41d, 3e9e, 49bb, dda2, 0
d19c, e485, 1794, 6384, 1
e69e, 266f, f50a, 469f, 0
a169, 12d9, c897, d158, 0
365a, 36c7, d5cf, ec27, 0
e58e, 1a77, bf5e, cbed, 0
c32f, ef82, a56b, e141, 0
ce17, 43ce, 435e, f2ef, 0
48af, f611, 1786, c1ae, 0
e461, 5b74, 38ae, eee5, 0
8867, 0121, ccdb, b7b9, 0
ba40, c685, b86d, fb9a, 0
353b, 1759, 1f87, 0b8d, 0
e374, de04, f107, 2df0, 0
2fc5, 2718, 0077, db54, 0
b26c, e25f, d4de, ab75, 0
e4bc, f8b8, 1b86, ba25, 0
4a8f, 0e49, 4a43, 23f7, 0
f585, ebc9, 298e, 11f1, 0
e039, dcc9, 0c7c, 9618, 0
cccc, 4096, edae, d029, 0
08c6, 4549, e86f, 5c26, 1
4ba4, 311a, dc68, 597e, 0
1e79, 29db, 3706, 2274, 0
f35e, 6e44, a4bc, e89d, 0
45e7, e3b3, baf2, 145c, 0
cd6d, 368b, 5756, 06fa, 0
640d, 080b, 4a46, fa52, 0
1659, c32d, 0b7c, bc0c, 0
17d6, 98e1, 351c, 0dfc, 0
d56a, 22ef, 2f30, 31a4, 0
9d30, 1657, 4221, fe6f, 0
e5e4, f666, 1224, 5149, 0
e241, 558b, 699c, 0fed, 0
32a7, 162f, 3858, 2873, 0
2e63, 4033, 0281, 82d7, 0
e89f, 02a0, b639, e93a, 0
f6ef, d2b9, 1c18, e091, 0
181b, 5c06, f690, a3c1, 0
b704, 003e, 093c, a457, 0
8fae, 03cd, 0505, 25a4, 0
c3f9, 0872, 9855, 064b, 1
e109, f972, f593, db36, 0
0dd5, 93ff, daa0, d56a, 0
6bf7, ec2d, ff30, 3a1b, 0
42ec, 1dda, 0da9, 92d6, 0
1c44, 50ee, 34bc, d6fa, 0
111c, 92a3, c69b, 326f, 0
ef15, c01d, 2a57, 3cde, 0
223b, 0fe1, 29a3, d666, 0
2a51, d240, 4095, c2da, 0
2f68, 445a, 61f8, 004d, 0
ac40, e384, 0d34, edc8, 0
365d, 00a0, f888, e2c9, 0
5475, 119e, a6bb, e667, 0
249c, 2d89, 8782, 0358, 0
e186, 1596, ed7b, 4ab9, 0
2b47, b5a8, db28, b9e5, 0
a0ee, f8d2, 5388, 067c, 0
3c02, d275, fb17, 4282, 0
2ccf, 2896, 10f5, f9f5, 0
b26c, e2fb, de13, a767, 1
1e18, 31d8, 0f5a, c211, 0
aced, ecd7, c067, e247, 0
3a54, 1058, 531f, 259e, 0
07e1, eb15, 9f27, e12a, 0
b0b8, e5a8, d40a, 4550, 0
c6c5, ef55, fc9a, a62f, 0
fd1b, d743, c25a, fc01, 0
44c3, fd33, 641e, f6ed, 0
f210, ff4e, bac2, 3944, 0
3eed, c834, deb1, 356a, 0
eccf, 3f1b, 43e2, f800, 0
03bf, dc4f, d5ac, 0ff4, 0
a71b, e225, 0734, 9e6e, 0
3f15, f27d, 0113, 6024, 0
0752, 0199, de2e, 5071, 0
1a0d, 4908, 2b69, e917, 0
fe66, 08a7, bda0, e703, 0
0a75, a838, 309f, c4de, 0
ce93, 10a4, 11c3, 9d55, 0
6066, 0140, 2fd0, e488, 1
ef6b, 4b18, ffc8, 4028, 0
f5cb, 2d54, f549, 2c14, 0
b9ea, cac5, fc1d, 1dae, 0
fc30, a3c0, cec3, cb03, 0
4011, 1d53, 37b1, c4d1, 0
dfe2, cf0a, e94b, e39d, 0
dcd3, 5108, 274d, fdd2, 0
db59, aaa7, 231b, 2cad, 0
0933, 8d9a, d75d, b6ac, 0
1d45, f150, f791, daa6, 0
e747, f6f1, ffbd, 5be8, 0
fed7, d6e5, c772, eafa, 0
5e13, f6b1, 0feb, 9986, 0
f586, 2a77, ac3a, 28b2, 0
37f4, ba22, d0d3, 34f6, 0
2b19, f244, 5984, 1754, 0
49e8, e211, f18e, 2098, 0
cfdd, 0af3, c66d, 24e8, 0
e08b, 0e71, cb89, 0ce1, 0
b342, 1730, 7052, 0294, 1
9f1c, e8eb, 1723, 560e, 0
2dfb, cc08, e965, fee9, 0
fa8b, e771, e5f5, 04c2, 0
0791, bc9c, 0fbc, 2e4f, 0
9b48, 0c29, e888, 3b50, 0
e3f5, af4b, 0832, a77b, 0
fb2c, c776, 1419, a4c9, 0
3aaf, 3570, 1474, 490d, 0
0cdd, 92c4, 97ed, ff71, 0
33ca, 44fe, af55, d1c3, 0
f8f0, 917d, ee0e, 5dbe, 0
b86e, d0d2, 1397, e83f, 0
a993, fe3a, f72c, e49b, 0
61dd, ff7c, 18f1, 2dc4, 0
14dc, 4bea, e848, d587, 0
b3ad, fe42, 3fa7, 237b, 0
0852, 4442, 0d6c, c4f3, 0
4c58, 01f3, 1b69, c9f6, 0
f974, 7166, aee4, e620, 0
1c56, 281c, dc63, ff7a, 1
2b77, 1a28, 42a0, e35e, 0
57c4, fdd2, 4397, dbbf, 0
b451, 33e5, ec39, 5708, 0
f9e8, 7575, f789, 9689, 0
e564, d723, dd14, 38b2, 0
dbf2, d882, 1214, e9cb, 0
c1f6, d869, 062a, 30cd, 0
3a1c, 3ede, 024c, 01aa, 0
6cf0, fb48, e8d1, 5b2c, 0
f86f, 3c97, 2998, 2231, 0
e405, cdf1, 0828, 89bd, 0
decd, bc83, 0709, 4014, 0
2f26, c5af, 149a, aac4, 0
17cc, 1b1d, d00a, 4521, 0
49cf, 29e6, e786, 40f6, 0
a0f1, 0fc4, 0fb1, ca39, 0
c537, 0eac, 8836, f9e0, 0
fc05, 3655, 235c, 3ebc, 0
f9e9, bf8c, 332f, 3d6f, 0
030f, 0b1f, 538d, 2194, 1
213e, e2e3, a420, 0a3e, 0
0441, fe60, 1185, c156, 0
9def, e76e, 485a, 113c, 0
3327, ce99, 0cfd, e128, 0
cb01, f47c, 0d62, 3ed6, 0
66f3, 0013, 08e0, c501, 0
e6cb, 1188, e167, 1805, 0
e0cb, d1a6, 1883, c5ab, 0
7b9e, 027f, b2d3, 0eca, 0
2ca6, 1227, 67fc, 107d, 0
de85, ad83, 066a, 036b, 0
f122, ff89, 5da4, e84e, 0
f52c, 415b, aa67, da29, 0
3457, 41f9, 1810, 18b9, 0
515f, d1b4, e44e, ee35, 0
c58b, f64b, d725, 4923, 0
0108, cc0f, 499d, fee5, 0
f2eb, 435c, 53da, 044b, 0
b08f, d9a0, 2226, 34c1, 0
f379, e47d, d887, f789, 1
4771, e861, bfb5, fc14, 0
fdc1, 2065, f97a, e0fa, 0
bd41, e9d3, 3a88, 437f, 0
31bf, 3c91, de9a, d008, 0
fbed, de6f, dfcc, 2797, 0
224a, 2e13, f67d, 4c61, 0
2d5d, 3c63, ffa3, b38b, 0
c848, e479, 68cf, ef99, 0
188d, 4acd, e076, e8ea, 0
ffe8, 281e, e61c, 5e43, 0
dcfc, 5178, f7c1, ed00, 0
cdea, ed93, 015e, e7b4, 0
f87c, 592c, c567, fcf3, 0
e63c, 5fe8, 2f24, 2919, 0
1c64, ae4f, 3cd5, f7dd, 0
e37e, 3d01, 9506, edb4, 0
003c, be18, d61b, 0634, 0
121e, baf9, 1d20, 5166, 0
2f05, bbbe, 43f3, 004e, 0
e236, d9b1, ff66, 641c, 1
0cd7, fc1a, 331b, eb1f, 0
daed, e9c4, 0429, 5631, 0
331e, 14b1, c04e, 10ab, 0
0118, 718f, c8d6, fb65, 0
fb60, 928a, b645, e56c, 0
fad7, 85de, 1f5a, 0ecb, 0
02dc, 3bf8, e1e9, 47ff, 0
c6b4, 0a4d, 2a84, 0d84, 0
dc0d, 14b9, 2ee2, f459, 0
4274, 182d, 235b, 29fa, 0
1a39, bf24, e975, 00c5, 0
c8b0, ebc2, 08d6, 37d5, 0
5299, ee92, 0a76, 2070, 0
dab5, 38f4, d4f2, e581, 0
2c87, 36dc, 233d, 4c99, 0
518d, e1e3, 0632, 9704, 0
f4f3, b2d7, f8d8, f1cd, 0
ef4c, 1f32, 098b, b42d, 0
ca04, eae3, 500a, 0b6a, 0
d26d, 5188, c1bb, e1c5, 1
22d5, edfd, 631e, f08d, 0
1895, 5dd7, fff9, 005d, 0
3b04, 1801, bab3, 0d59, 0
c650, dd6a, 3b28, f25f, 0
1bb3, 47f8, 047f, e978, 0
090a, 9dac, fd4b, 37fd, 0
e331, b3d8, d088, 401d, 0
e7ee, 9d4d, 2e93, 2e4b, 0
c218, 2c84, 8ac4, 0475, 0
4f0a, d471, 0387, bcbb, 0
4685, ce11, 62fc, ec47, 0
9072, f821, ef82, 4c4f, 0
f2ec, 93a8, fef2, af9d, 0
1ac8, 28d6, ec2a, 3756, 0
063a, 313f, 53ef, 0879, 0
d2fe, cd15, 337c, 1302, 0
4565, 0d54, 2d1f, fefb, 0
cf5c, c229, 2ef6, f43e, 0
b71b, d9ad, 1ccd, b3f3, 0
d4c0, f61e, a6b3, de3d, 1
aa17, d66a, bddc, dd7e, 0
2a4e, 3260, f275, d9a4, 0
e0bb, 4ca5, bbbf, 23cc, 0
2fa8, bf38, e423, a68d, 0
43e1, c61a, bd78, fe7f, 0
332a, 1cd6, 50ce, 069a, 0
b1b6, eff4, 0687, b08b, 0
337e, 343d, 5640, ed56, 0
4661, 227c, cb14, ccc4, 0
4a1b, 03c1, 01d3, f21d, 0
eddd, f9d6, 24a7, f2a1, 0
09bb, 2582, 1472, f696, 0
e46b, e943, 1969, fa5b, 0
87ad, fee8, cb8c, 32b6, 0
17c1, 1944, 9f69, f19c, 0
024a, 268c, ee76, b99b, 0
f3cf, 4be1, 54f4, 2a1a, 0
17e3, a609, 0591, 23d3, 0
d19a, c181, 51ad, d26a, 0
41dd, 2b25, eb49, 5fca, 1
a995, 188f, 2a3a, 4c99, 0
fc29, 7015, d99a, dd21, 0
dce1, e680, d68d, d9ad, 0
cac9, 2a4e, a473, e060, 0
ca67, b9c4, 531e, d382, 0
97da, fa77, 1523, cc86, 0
0b52, 3095, dfb5, de63, 0
ab8d, d905, dcf1, 201a, 0
0542, 0803, dca4, ff4c, 0
036b, 557e, f348, 0447, 0
00fc, 78a4, f98a, e144, 0
52b8, 22ec, b0cf, f8c3, 0
ff23, cea5, 1bb1, 62b8, 0
dd5f, a691, 9198, f07f, 0
b392, 105d, 9937, f050, 0
2bab, dfb4, dccf, e03c, 0
d52d, c655, 1bee, eda0, 0
556d, 2308, c82b, daca, 0
1598, 5a39, b6ce, f598, 0
3bf9, ce8f, edb4, 2047, 1
d5b9, cece, b598, 2748, 0
98bf, f2cc, 52c6, 193e, 0
e2ca, 5708, a1b2, e6b0, 0
db3d, e2a6, abad, f2f8, 0
fe56, 88d4, dcb5, a898, 0
d7b4, d175, 4955, 1c28, 0
188d, d45f, e866, bc05, 0
1dfc, 3e07, 13d8, 467c, 0
0971, f2c7, f2a5, 0e58, 0
42fc, 142e, a663, 259b, 0
e7c8, c8d4, 35b3, c2bc, 0
e0e2, d20f, d9b6, d89a, 0
2259, f3ae, ed0b, 5631, 0
5c42, 066e, e079, 0abe, 0
e714, f1d7, 01d5, bc18, 0
f470, c535, 43f4, 1c80, 0
fad6, c316, 31d1, 2b92, 0
fe7c, 0962, cdae, 3369, 0
d44d, 39f8, 07bb, 50f9, 0
af31, e004, 0081, 9790, 1
3e05, ed6f, 1324, cf48, 0
2b3c, d9a3, 104d, 5bc8, 0
cc7e, 2ab4, c31c, ddd5, 0
57b9, 0045, b6da, e517, 0
4f8a, d886, d205, 475a, 0
3af3, f93d, da4b, 3717, 0
ce26, dec0, bf79, ec79, 0
3614, bbb1, ed14, d3d9, 0
d309, 134e, d452, fd2a, 0
ffeb, 0d9c, fd86, 3875, 0
3ba1, 2c42, ecac, 5f73, 0
4e06, d381, 364a, fd7e, 0
ff1c, 613d, f49d, e21b, 0
a111, 0220, 9ca4, 022f, 0
daa3, af15, ecbd, 4aaa, 0
f722, 1d63, decc, a17c, 0
e929, dc2d, 03ff, aeac, 0
e9af, d6b5, d307, e5f4, 0
efe8, 4a43, cf8b, 3051, 0
64ac, 1256, e6bf, c90a, 1
1c42, a2d2, 5ddb, ef64, 0
dbfd, 224e, 1a97, 39b2, 0
0553, 6ea3, fbc2, 9454, 0
cf1d, b8fd, 3683, c5a9, 0
fa36, bebc, 3830, 05d5, 0
f21f, 9d9e, 1fe0, 2bbf, 0
f586, 8b18, bdab, c616, 0
3fde, 053e, 397f, 2de6, 0
2cb7, 10b4, fa45, 9286, 0
f9a5, 6057, 046a, ed6e, 0
19e2, af3e, f2f9, 0978, 0
132b, f516, c144, 2153, 0
c16e, cf65, bf6b, 2b0f, 0
4631, 156c, dbc4, 276d, 0
6a1d, f4ca, ee39, abcd, 0
485e, d18c, 00c7, 5c6f, 0
5254, ddc0, f89f, 93b0, 0
f81f, c073, 0f9c, 2a3a, 0
d077, f404, b2b8, 0ad8, 0
11e2, 5fa3, c3bf, e643, 1
a702, 13fe, 08ea, f833, 0
c64e, c6e6, 3a34, 31b8, 0
c550, 018b, 2eed, 437a, 0
16b0, e20e, e1f3, 2a6e, 0
c289, bdfd, d58f, e4e8, 0
dc7c, 3bd8, f175, c8b7, 0
3728, eafe, f144, 544c, 0
bcac, 1fd2, 1bd0, 6194, 0
0f08, 0457, d01d, 4c80, 0
ce1e, 3cce, d316, 32ed, 0
e279, cf65, dced, ea51, 0
d770, 07dc, 14b3, b30c, 0
24eb, bc9b, f22d, 9740, 0
da30, 263d, d81d, 2c87, 0
5fe6, f6ba, 0987, 392e, 0
f708, 57ff, cf9a, c0d2, 0
2054, 0b8a, 93c6, 049e, 0
a876, f1d7, c8c0, e6d4, 0
9c14, 00a6, d7cf, c783, 0
bca5, d5ad, deaf, a599, 1
b4dc, ff0a, b094, 1aa9, 0
1942, 53ab, cbed, 192c, 0
bcff, 265a, f8fe, dc45, 0
d166, 0a4a, f273, 5b88, 0
0555, 13cf, 93f9, 10ed, 0
bf25, 37f9, 21e4, 2f34, 0
b443, f832, 6463, fab0, 0
637e, 06f0, 4390, 169e, 0
383f, c83d, 3a1a, d975, 0
dfa8, e0d4, f2e2, 5069, 0
490a, f461, 3250, 48ff, 0
b2d9, 1e2d, 17f2, 2566, 0
d74a, 5175, 0572, 6b92, 0
966b, fa17, ed73, 0fd5, 0
cf22, 2608, 5a8e, e454, 0
f87c, a3a0, 6282, 0fdd, 0
aec1, f13c, 1c3e, 045c, 0
c0cd, 1a43, 1ab4, 53f9, 0
f76e, 1ad0, bcd7, 1bcc, 0
cd65, 4a44, 2531, d027, 1
c242, 0faf, de8a, 36ec, 0
2b60, 26a4, e0c2, 5fe1, 0
62f3, e709, b21a, e3c9, 0
1331, fa2c, c08a, 127d, 0
39a5, 1c2b, fb29, 2b74, 0
01c4, d02b, ac86, 0f2a, 0
d31e, 1314, 2c68, 173b, 0
fd19, 580a, e1b6, e344, 0
d83e, 49fd, 289f, 0a78, 0
169a, b575, bad8, 1728, 0
f392, ef86, a4b3, f143, 0
1905, 41eb, 19b9, f66a, 0
4d94, 3121, 10ac, 93a9, 0
298d, b551, d176, 38f1, 0
0c61, 2743, 0728, f325, 0
413b, 2b28, a1cc, e701, 0
bda2, 2a32, e6ff, d593, 0
0b38, 1e3e, 2463, ead2, 0
b1dc, 130d, 220c, 112a, 0
eb8d, 3ca1, 2b8c, 27da, 1
c289, beda, 4cab, f695, 0
e16d, 612a, 1103, c1a2, 0
1628, e4fe, 2e2b, 04b6, 0
d1c8, ec37, b272, 2f43, 0
9a57, fc78, 263d, f5ce, 0
347d, 1297, 361e, 007e, 0
f2f3, 5d43, 0a54, ec90, 0
7e90, ff05, 2320, 0049, 0
d023, e62b, 85a7, fb7e, 0
fc76, 1e61, de88, 4c12, 0
c03b, f2bf, ec62, d60d, 0
5f91, 0b4f, 079a, f442, 0
e100, edfd, 250f, a96f, 0
2b68, 1287, 15df, c701, 0
0aed, 595c, fc64, c7b8, 0
5413, 0026, 699a, 11a4, 0
f7f7, db85, fe65, 7496, 0
3cec, 3baf, 07f1, 1fb2, 0
40f4, 0628, 3955, d776, 0
bb16, 123b, b46f, f682, 1
327f, ea56, c19f, 25e0, 0
3786, 249b, fc1c, c23e, 0
ac4c, 2bb9, e366, d93b, 0
933b, 06e3, d40e, bd92, 0
b7d4, d441, d15a, e4a7, 0
cdc3, bb1b, f593, bea4, 0
e90e, 9f08, 0e56, 2155, 0
4ae2, 2bb5, 3342, 07b1, 0
1bfe, dd22, 0d70, 3e54, 0
1738, 2887, d550, 54e0, 0
15fa, 66cb, f299, 6c91, 0
fb0c, 6f33, b900, 379a, 0
3e1a, 218d, ce6a, 28e6, 0
175f, b242, 25ff, 14e9, 0
dcd3, af8e, 9e49, 127f, 0
980a, 0abd, 2757, 3d27, 0
ba46, 2c85, 5100, 24d5, 0
410c, c99b, 27cc, 023d, 0
1d4b, d5c6, 012d, 2f79, 0
fe45, c40c, 4718, 1cb6, 1
0d1b, a89d, 361a, 1e83, 0
1a36, 45c4, 0d1c, cde8, 0
bf1e, eef5, e332, 13bc, 0
75f8, fa85, 0029, 84f7, 0
020c, c445, f003, cc58, 0
ec59, f957, 1d94, 2b26, 0
b44f, db9e, 4e9d, 1482, 0
470d, d30e, 335e, c7ba, 0
49a8, 0ad9, df24, c5cd, 0
4a64, 198b, 4f38, ebfb, 0
f36c, 4415, dfc9, c927, 0
3a17, 0595, 0db1, c834, 0
bb7b, c63a, f7d9, df19, 0
03bc, b92a, d16b, 08e3, 0
25a0, 2c46, 6f9e, 09e2, 0
275c, 2f4d, c3d8, 0695, 0
c420, cdde, 1c87, e69d, 0
60f3, 00fc, d530, cf5b, 0
ecbe, 0414, 0b31, 0f66, 0
5592, 2997, c553, 44e5, 1
15a3, 1e25, deb9, a5c0, 0
1393, f91f, eb44, 0d3f, 0
a2db, 1e9e, 3961, 42d5, 0
db2a, 35f0, 3660, 11d8, 0
f8e1, fcc5, 04f3, ddc7, 0
dc93, bd74, bddf, 35c6, 0
3487, c77d, f32e, 494f, 0
0a45, 139e, eade, bc02, 0
fdd3, 31ca, c0ce, 1de2, 0
4aa5, f361, abc9, 2499, 0
9465, 015a, c365, ed56, 0
10ff, e64c, e70c, 3cd1, 0
c668, de06, d7fd, 0d80, 0
09d9, e10c, e51b, e105, 0
cb8d, 03d9, 50de, f726, 0
fb9e, 5244, 0d30, 0172, 0
ecef, 6092, 2b41, 218a, 0
264c, d83b, 15d9, 1fe8, 0
f333, 97f3, d9ca, 1c3d, 0
0dd0, f065, edb0, 48ee, 1
27eb, 098e, d031, 4574, 0
0050, 25f5, 101b, 3844, 0
07bc, a3bf, 27f8, c29f, 0
44e6, 10d1, 19ee, e753, 0
deba, 4b1a, e4ec, b056, 0
aa70, 0646, a42f, 164d, 0
fc36, 0bcf, bd0e, e269, 0
626d, f062, f804, c89f, 0
e810, 0c76, 08cd, 69c2, 0
ce83, d10f, fe8d, ffa3, 0
3847, ee1c, e90d, 4587, 0
f0a2, bf52, 9fa3, 19da, 0
cff8, 16b9, 2a5c, 153f, 0
a696, 20a6, c484, 3fe3, 0
ca2c, e758, c50a, e756, 0
76bd, 027f, c38c, 0481, 0
cd57, 2f89, ae23, e25f, 0
36ef, dc97, 23cb, b061, 0
d584, 3a0c, 2018, e8b7, 0
d17d, 16ff, 1e43, d1d8, 1
5dd3, e2e6, b2ce, e1b4, 0
16cd, ceaf, 5f42, e665, 0
142e, 51bb, b3c0, 2cc9, 0
a9a8, 028d, e689, 338b, 0
f0f5, 60f9, 1a3a, ca1c, 0
1f13, 1ed2, 59b6, fd6e, 0
3836, fe3b, 0180, 6bd4, 0
0f1d, b153, 0d3c, 8fbf, 0
1d54, f58c, a762, 259a, 0
c450, 3821, bd29, fd21, 0
cdda, dfd5, f79e, ea47, 0
fc19, 5aae, 1371, 2714, 0
e429, e603, 4575, 1feb, 0
c3ae, c0db, e7f2, 5f1f, 0
e02a, 50c8, 2de8, 0876, 0
64e8, 0757, e95f, e7e5, 0
1213, 3b2f, f444, ad20, 0
2142, 253c, 0aec, d079, 0
a1e3, fb5b, 0bdf, e3d6, 0
40e7, 0fb2, 38a7, e765, 1
caf4, cb2b, ea10, ed85, 0
b472, 117a, bf80, c839, 0
1b06, 53af, 285f, deaf, 0
e7af, 4213, 4f97, ff13, 0
b248, ed63, c345, fe26, 0
3c9e, 2816, f445, 56e9, 0
3a0c, cb7e, 2d67, 08d8, 0
bbd1, 2f09, 2d85, 2801, 0
23d6, fb04, 013e, 647c, 0
ebeb, 9f81, fec4, 5d95, 0
3c7f, 37dc, 876c, 05d5, 0
d9b9, b6c1, f449, 645e, 0
2617, f386, 09ba, 991a, 0
3722, 2cb2, 0e80, c6a3, 0
2448, 2dd0, d847, 3589, 0
1f54, 1ae0, ff21, c697, 0
0535, 5f20, fdd0, cc93, 0
3f4c, 3d44, fbf8, 85ce, 0
0f0a, c4f7, 2c76, d14f, 0
3fe9, 007c, e8c9, 17b8, 1
307b, 2071, d6b4, e322, 0
33d9, ed0f, 2178, e2c8, 0
db4a, cd3a, cc5b, efca, 0
5d85, 13f6, 439e, 19b2, 0
787e, 01d3, 703e, 02e3, 0
deed, 57d0, d2db, 15bf, 0
e5d1, 4238, 0217, afe0, 0
f2c1, de74, 0922, 0c43, 0
f394, 5f2d, f9fd, 03af, 0
a385, f291, d982, 096b, 0
12a2, b908, 166e, b3a1, 0
